id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
1308084493028885153,‘The Blue Home’ Private Bedroom 2 / 1 Full Bath,349460842,Scott,,TENTH WARD,42.66299894556866,-73.7825558531992,Private room,56,28,1,2025-08-13,0.34,18,291,1,
1308111521841678866,‘The Blue Home’ Private Bedroom 4 / 1 Full Bath,349460842,Scott,,TENTH WARD,42.66239946679698,-73.78271260107455,Private room,56,30,0,,,18,188,0,
1310170283925918533,Private Room In Albany,663670719,Elhadj,,ELEVENTH WARD,42.66375890730826,-73.77674406705056,Private room,44,1,54,2025-11-05,5.05,3,324,54,
1319619558594743733,Prime Location - 1 Bedroom,559146397,Cathleen,,SIXTH WARD,42.65331,-73.76971,Entire home/apt,76,31,0,,,2,215,0,
1319649416178819713,The Sweet spot,252422913,Dennis,,FIFTEENTH WARD,42.67077854215789,-73.82525054567722,Entire home/apt,98,2,4,2025-08-03,0.58,1,158,4,
1325491259534107672,Walk to Washington Park: Remote Work-Ready Apt!,121680792,Evolve,,SIXTH WARD,42.6551361,-73.7737125,Entire home/apt,110,2,4,2025-10-05,0.66,6,364,4,
1328247359330291677,The Whisky House,666182267,Tyler,,SIXTH WARD,42.65015,-73.76337,Entire home/apt,128,2,29,2025-11-02,3.16,1,251,29,
1328401906195927790,Top of The Capital,392074908,Jerry,,SIXTH WARD,42.65262,-73.76134,Entire home/apt,103,2,5,2025-07-31,0.59,3,357,5,
1329355205441244604,Albany Prime Location - 1 Bed,559146397,Cathleen,,SIXTH WARD,42.65344807383542,-73.76942854374647,Entire home/apt,84,31,0,,,2,322,0,
1334238579190312184,Charming & Roomy 3BR/1BA Fl 2 Apt @Downtown Albany,44434571,Earl Vanze,,SECOND WARD,42.6440750005831,-73.75452790055822,Entire home/apt,129,1,31,2025-10-30,4.17,11,205,31,
1344295935213350424,Business Travelers Retreat,42708277,Rodney,,FOURTH WARD,42.675383658286634,-73.75011739653225,Entire home/apt,89,1,11,2025-09-20,1.96,5,54,11,
1346801758960246004,Stylish 1BR | Center Sq. Gem!,299638115,Flerida,,SIXTH WARD,42.6556643,-73.7618859,Entire home/apt,77,1,9,2025-10-26,2.05,4,365,9,
1350831900774924999,Cozy Home in Heart of Albany,677372979,Celia,,TWELFTH WARD,42.68507834404223,-73.79764015056868,Entire home/apt,126,7,3,2025-05-01,0.35,1,356,3,
1350872245042831459,Capital City Escape,10279606,Noriyuki,,FIFTEENTH WARD,42.67003713546928,-73.82302715231661,Entire home/apt,193,1,50,2025-10-30,5.66,4,333,50,
1358581858384454275,Two bedroom apartment in Albany,32379616,Fabiola,,THIRD WARD,42.66526304906058,-73.76716070107956,Entire home/apt,,28,0,,,5,363,0,
1363867065584533091,A piece of mind,650062372,Mataiya,,THIRTEENTH WARD,42.66891,-73.79096,Entire home/apt,200,1,6,2025-07-20,0.95,1,361,6,
1365428503448527322,Downtown Albany Large 2BR | Free Parking,664328482,Oluyinka,,SECOND WARD,42.6436654,-73.7536006,Entire home/apt,94,2,40,2025-10-27,4.80,1,361,40,
1366933239765507591,Vacation Home in Albany,680411288,Stephanie,,EIGHTH WARD,42.64533014600323,-73.789131045637,Entire home/apt,296,2,32,2025-10-26,4.09,1,344,32,
1369127908322228929,Capital Comfort Stay,584109093,Cecilia,,FOURTH WARD,42.66159372265361,-73.75439956511829,Entire home/apt,72,1,41,2025-10-26,5.21,1,355,41,
1369768924474303403,Near Hospitals: Home w/ Yard in Albany!,121680792,Evolve,,FIRST WARD,42.63962651941938,-73.7733080081594,Entire home/apt,175,2,1,2025-10-18,1,6,356,1,
1371626040166892504,Central cozy 4 bedroom w/King bed,20536619,Emily,,TENTH WARD,42.66315402479468,-73.78910123743358,Entire home/apt,239,28,1,2025-08-04,0.31,13,52,1,
1371829070623409671,"Walk to Albany Med, MVP Arena, Washington Park",265861488,Vander,,SIXTH WARD,42.65040602684423,-73.76433185078635,Entire home/apt,83,1,47,2025-11-01,6.53,1,322,47,
1374747174653747946,"PrivateDriveway+WFH-Ready+75""SmartTV+SUNYAlbany2mi",193923901,Liza,,FOURTEENTH WARD,42.66993682830468,-73.80820494973753,Entire home/apt,313,3,14,2025-11-01,3.78,1,343,14,
1375007693720508441,A peaceful home away from home,385963105,Samantha,,FOURTEENTH WARD,42.66598411229728,-73.81880097091198,Entire home/apt,152,7,2,2025-06-30,0.36,1,77,2,
1376989617162173438,Cozy Sunshine,233515764,Etem,,SEVENTH WARD,42.64764408604364,-73.7715925383664,Entire home/apt,68,1,8,2025-09-22,1.08,6,162,8,
1377446918025263146,"Woodlands room, private queen, walk to AMC",20536619,Emily,,TENTH WARD,42.66148231183373,-73.78761856260732,Private room,66,28,2,2025-09-14,0.60,13,55,2,
1377471842094741150,"Crimson private queen room, walk to Albany Med",20536619,Emily,,TENTH WARD,42.66310642184764,-73.78716159656459,Private room,65,28,1,2025-09-25,0.68,13,162,1,
1377480167938312156,"Peony room, private w/ King bed!",20536619,Emily,,TENTH WARD,42.66183099633526,-73.78755056940085,Private room,80,7,1,2025-07-15,0.26,13,162,1,
1379906377578749938,Cozy Sunset,233515764,Etem,,SEVENTH WARD,42.64628669280813,-73.7715308891403,Entire home/apt,85,1,25,2025-09-27,3.25,6,333,25,
1380555997747082021,Albany Central Hotel w/Breakfast Next to Downtown,466790114,Zohar,,ELEVENTH WARD,42.6800233833328,-73.78522330726621,Private room,44,1,15,2025-10-08,2.09,23,364,15,
1381163571420241600,Albany Elegant Home Next Downtown Free Breakfast,466790114,Zohar,,ELEVENTH WARD,42.68231684583981,-73.7836715628194,Entire home/apt,52,1,15,2025-10-31,2.04,23,365,15,
1383513241348424944,Cozy Home 5 STAR AREA W/Parking,654226760,Jahwan,,FOURTEENTH WARD,42.66191,-73.7974412,Entire home/apt,99,1,24,2025-11-02,5.58,1,354,24,
1383910626115273822,"Cranberry room, large private queen near AMC",20536619,Emily,,TENTH WARD,42.66317303594558,-73.78912755444637,Private room,60,5,1,2025-07-31,0.30,13,88,1,
1390171272060324410,New Large Bedroom! Has Parking!,55596850,Alain,,NINTH WARD,42.66002,-73.79333,Private room,43,5,1,2025-05-15,0.17,3,189,1,
1393482542585537728,Cozy Albany Room Next to downtown W/breakfast,466790114,Zohar,,FIFTH WARD,42.67652148547361,-73.78111383843994,Entire home/apt,39,1,5,2025-10-23,0.72,23,365,5,
1393634713342137582,Albany Modern Home with breakfast Next to Downtown,466790114,Zohar,,ELEVENTH WARD,42.67610273877896,-73.78233682651273,Entire home/apt,44,1,13,2025-10-12,2.22,23,353,13,
1393634936904017469,New Bedroom! Includes Laundry!,55596850,Alain,,NINTH WARD,42.659475284293904,-73.79368120012339,Private room,51,14,4,2025-09-29,0.63,3,321,4,
1393638070589049592,Albany Elegant 2 Beds Room with free Breakfast,466790114,Zohar,,FIFTH WARD,42.67651022767566,-73.78215501783329,Entire home/apt,34,1,9,2025-10-23,1.44,23,364,9,
1395671676833912969,The Small Yellow Room with twin bed /tv,116935236,Felicisimo,,THIRTEENTH WARD,42.669917189344,-73.78632927186241,Private room,40,5,2,2025-09-13,0.76,5,322,2,
1396921235971014566,New Bedroom Centrally Located! Parking & Laundry,55596850,Alain,,FOURTEENTH WARD,42.661116057130855,-73.79408139551636,Private room,45,28,3,2025-08-30,0.63,3,64,3,
1402461183704514588,4 bedroom house in Albany,32379616,Fabiola,,TENTH WARD,42.6605291,-73.7831549,Entire home/apt,,28,2,2025-08-10,0.46,5,347,2,
1405327220192978468,Room near SUNY Albany,32379616,Fabiola,,TENTH WARD,42.659903296506094,-73.78257397435888,Private room,51,28,0,,,5,363,0,
1405768102601327206,Historic Studio and Great Eats,382970529,Thomas,,SIXTH WARD,42.655450233068514,-73.76273815121087,Entire home/apt,84,2,11,2025-10-20,2.23,17,128,11,
1409646921435856252,Albany Getaway Near Brewery District,692671333,Paul,,FOURTH WARD,42.67225930444639,-73.7390519905538,Entire home/apt,92,2,3,2025-10-31,1.29,1,89,3,
1414503206938039174,Beautiful 1 bed apartment,477328400,Tyler,,SEVENTH WARD,42.648787315458335,-73.76675859025983,Entire home/apt,114,1,10,2025-11-02,1.88,1,355,10,
1417686058428307591,Charming Historic Apartment,270608641,Enkelejda,,SIXTH WARD,42.65166,-73.76622,Entire home/apt,97,1,0,,,2,301,0,
1429997390383679972,Downtown Albany • Hot Tub • Game Room • eV Charger,71003491,Yasiel,,THIRD WARD,42.65665,-73.74868,Entire home/apt,374,2,10,2025-10-27,2.73,1,316,10,
1430417055174000914,Café Capriccio Suite,418024477,Marlene,,SECOND WARD,42.64619243272902,-73.75658877629596,Entire home/apt,150,1,10,2025-10-19,2.27,1,173,10,
1432823196473666155,"Charming, Spacious Apt Downtown Albany",531209536,Amar,,THIRD WARD,42.6579207870488,-73.75026566418697,Entire home/apt,103,7,0,,,2,269,0,
1434108183586713709,Comfy Albany Suite Next to Downtown with Breakfast,466790114,Zohar,,ELEVENTH WARD,42.682246872011966,-73.78338389658927,Entire home/apt,48,1,11,2025-10-12,2.14,23,365,11,
1434112653259573474,Stylish Albany Room minutes to Downtown.,466790114,Zohar,,ELEVENTH WARD,42.680525565301686,-73.7852461638938,Entire home/apt,40,1,6,2025-10-12,1.51,23,365,6,
1435590570769303352,Cozy apartment in beautiful Downtown Albany,167102397,Nathan,,SIXTH WARD,42.65422697397571,-73.76720390736077,Entire home/apt,77,2,12,2025-10-26,2.63,1,175,12,
1435797229942642808,Global Entry Unit # 1 (2nd Floor Walk-up),130497392,Dale,,SIXTH WARD,42.65759,-73.7652,Entire home/apt,234,7,0,,,2,215,0,
1439472202376740681,Timelessly Restored 2-Bed Fl 2 Apt @DowntownAlbany,44434571,Earl Vanze,,SECOND WARD,42.64439,-73.75296,Entire home/apt,104,1,19,2025-10-12,4.07,11,362,19,
1447202556849361134,/Red Den Apartment\3bed1bath,52123673,Joseph,,THIRTEENTH WARD,42.66951,-73.78736,Entire home/apt,90,2,2,2025-10-20,0.54,2,363,2,
1448501719166920474,Comfy & Convenient 2-Bed Fl 1 Apt @DowntownAlbany,44434571,Earl Vanze,,SECOND WARD,42.64587,-73.75356,Entire home/apt,129,1,3,2025-08-23,0.71,11,349,3,
1450136720901316807,A charming apartment.,675767467,Jeffrey,,SECOND WARD,42.64535,-73.75678,Entire home/apt,59,1,28,2025-10-27,7.92,2,299,28,
1450156329560932974,Spacious convenient to Hospital and capital,675767467,Jeffrey,,SECOND WARD,42.645104811339436,-73.75712113379716,Entire home/apt,59,1,10,2025-11-02,2.65,2,344,10,
1453493003584640545,Spacious 2-Bed Queen|Free Parking,696324825,Martin,,ELEVENTH WARD,42.67878121331852,-73.78212919711405,Hotel room,,1,2,2025-08-10,0.57,1,0,2,
1453848711003760340,Cozy Monthly | Pvt | W/D | Pets,172658781,Jessica,,NINTH WARD,42.6561578,-73.7921126,Entire home/apt,,31,0,,,3,25,0,
1454413975547667690,Albany Cozy Home with Breakfast Next to Downtown,466790114,Zohar,,FIFTH WARD,42.67725,-73.78034,Entire home/apt,,1,7,2025-10-21,2.06,23,365,7,
1454415655361201543,Albany Cozy room W/Breakfast Close to Downtown,466790114,Zohar,,FIFTH WARD,42.67619,-73.78121,Entire home/apt,,1,2,2025-08-04,0.57,23,365,2,
1454417108090792705,Albany Modern Room W/Breakfast Next to Downtown,466790114,Zohar,,FIFTH WARD,42.67639,-73.78086,Entire home/apt,34,1,9,2025-10-23,2.39,23,0,9,
1454418356838968327,Cozy Albany room W/Breakfast Close to Downtown,466790114,Zohar,,FIFTH WARD,42.67612,-73.78092,Entire home/apt,39,1,18,2025-10-15,4.25,23,365,18,
1455799924350084157,Charming 1 Bedroom House,37769478,Erion,,TENTH WARD,42.66355584811417,-73.7934588865277,Entire home/apt,113,2,6,2025-10-28,1.53,15,250,6,
1459126168828019962,The Dove's Nest of Albany,363028988,Roland,,FOURTEENTH WARD,42.6677,-73.80023,Entire home/apt,48,3,12,2025-11-02,3.10,1,343,12,
1459718314728545998,Historic Downtown Albany 2 Bdrm,272907816,Angela,,SECOND WARD,42.64604,-73.75419,Entire home/apt,162,2,6,2025-10-27,1.62,3,26,6,
1462505515338851900,Cozy Luxury Brownstone Stay w/ Yard & Parking,181867269,Andres,,SECOND WARD,42.64403,-73.75853,Entire home/apt,126,1,22,2025-11-02,6.35,2,342,22,
1464782804892875821,Cozy Historic 2BR • Private Deck • Garage Parking,181867269,Andres,,SECOND WARD,42.64491,-73.7594,Entire home/apt,126,1,10,2025-10-28,2.97,2,355,10,
1465797274904716360,Downtown Living Space,418250661,Stephanie,,THIRD WARD,42.65704,-73.75167,Entire home/apt,90,14,0,,,2,361,0,
1468113967156529966,Albany Cozy Room W/Breakfast Next to Downtown,466790114,Zohar,,FIFTH WARD,42.67627,-73.78226,Entire home/apt,38,1,1,2025-09-06,0.48,23,365,1,
1468116522806636814,Albany Room W/Breakfast minutes to Downtown,466790114,Zohar,,FIFTH WARD,42.67663,-73.78053,Entire home/apt,42,1,7,2025-10-05,2.16,23,365,7,
1468119019136340688,Central Albany Hotel Room Next to Downtown,466790114,Zohar,,FIFTH WARD,42.67602,-73.78066,Entire home/apt,52,1,1,2025-09-20,0.61,23,365,1,
1468802371483451790,2nd floor 2 bed close to college/hospitals,232967878,Diana,,TWELFTH WARD,42.673270710708785,-73.79141634248552,Entire home/apt,170,2,1,2025-10-19,1,21,35,1,
1470493488040078187,The Madison- Work Friendly Apt with Parking,564967431,Stephanie,,SIXTH WARD,42.65116120175577,-73.76489493995905,Entire home/apt,65,2,0,,,3,265,0,
1472122509160785254,Bright & Airy 1 BDRM Private Apt,47625981,Linda,,FOURTH WARD,42.65791,-73.74669,Entire home/apt,104,1,7,2025-10-19,2.04,17,361,7,
1473485941065182946,Slate private queen room near AMC,20536619,Emily,,TENTH WARD,42.66295,-73.78792,Private room,68,28,2,2025-09-16,0.60,13,178,2,
1473500943932986440,"Silver private queen room, central location",20536619,Emily,,TENTH WARD,42.66241617967561,-73.78837960927946,Private room,75,28,0,,,13,88,0,
1473509751949424528,"Ivory private queen, walk to AMC",20536619,Emily,,TENTH WARD,42.66325814454161,-73.78982669559142,Private room,81,7,0,,,13,88,0,
1476084665532782592,Sienna private queen near AMC,20536619,Emily,,TENTH WARD,42.66232293480178,-73.78771391087372,Private room,57,14,1,2025-08-11,0.34,13,88,1,
1476780998285613744,Downtown Luxe- Steps to MVP Arena & NYS Capital,710552538,Jonathan,,THIRD WARD,42.6498098,-73.75325649999999,Entire home/apt,72,2,6,2025-10-19,2.22,1,180,6,
1477111453930200793,Ontario's Luxe House,10279606,Noriyuki,,NINTH WARD,42.65547,-73.78949,Entire home/apt,194,1,19,2025-10-29,7.92,4,336,19,
1477115953609986339,Global Entry Unit # 2 (3rd Floor Walk-up),130497392,Dale,,SIXTH WARD,42.65787363814481,-73.76544767506958,Entire home/apt,135,3,0,,,2,365,0,
1477468172276783780,"Spacious 4br home near hospitals, schools",20536619,Emily,,TENTH WARD,42.66344,-73.78752,Entire home/apt,218,28,0,,,13,178,0,
1479696659954496070,Central Albany Retreat | Walk Everywhere + Parking,19648678,Terra,,SIXTH WARD,42.6523779,-73.7671603,Entire home/apt,86,1,6,2025-10-29,2.69,5,317,6,
1481862654824444067,Elegant Albany room with Breakfast Next Downtown,466790114,Zohar,,ELEVENTH WARD,42.67808,-73.78208,Entire home/apt,38,1,1,2025-10-05,0.88,23,359,1,
1481865863422349835,Albany Cozy room Next to Downtown W/Breakfast,466790114,Zohar,,FIFTH WARD,42.675801777825,-73.78036874911213,Entire home/apt,62,1,2,2025-10-19,1.43,23,360,2,
1481869272871304149,Cozy Albany Home with Breakfast Next to Downtown,466790114,Zohar,,FIFTH WARD,42.67736,-73.78108,Entire home/apt,42,1,7,2025-10-16,2.56,23,365,7,
1482199242377376639,Albany Cozy Room W/Breakfast Next to Downtown,466790114,Zohar,,ELEVENTH WARD,42.680940501431586,-73.7846106000441,Entire home/apt,39,1,5,2025-10-12,1.83,23,364,5,
1485723149961736573,Lovely Albany room with Breakfast Next to Downtown,466790114,Zohar,,ELEVENTH WARD,42.68205,-73.7846,Entire home/apt,41,1,0,,,23,365,0,
1485726503410193437,Albany Cozy room W/Breakfast minutes to Downtown,466790114,Zohar,,ELEVENTH WARD,42.68211,-73.78306,Entire home/apt,34,1,2,2025-10-06,0.82,23,365,2,
1486971933919777260,Budget Friendly 2 BDRM with Modern Amenities WILL1,65282034,Diana,,SIXTH WARD,42.65406,-73.76964,Entire home/apt,111,1,7,2025-10-15,2.59,2,360,7,
1498161268794053659,Apartment in Albany,111760206,Rachel,,SIXTH WARD,42.65334,-73.76605,Entire home/apt,68,1,10,2025-10-17,6.00,1,344,10,
1498389804589049324,"2 floor townhouse w patio & yard, luxury amenities",478816393,Lee,,THIRD WARD,42.6567,-73.75412,Entire home/apt,135,1,0,,,1,338,0,
1498913624552583326,"Elegant 1BR in Historic Center Square, Albany",188679144,Elizabeth,,SIXTH WARD,42.65479,-73.76274,Entire home/apt,75,7,0,,,10,364,0,
1503537470526077849,The Old Blue Space,426223840,Antonio,,ELEVENTH WARD,42.66452327071085,-73.77739963718653,Entire home/apt,108,1,4,2025-10-07,2.18,1,360,4,
1509560756079358837,Studio Near Downtown Albany,223245374,Gill,,ELEVENTH WARD,42.68137950691207,-73.78317359616877,Private room,,1,3,2025-11-03,2.09,6,89,3,
1510280924413149938,Cozy Teal Retreat | 1 Mile Albany Medical & VA Med,79099670,Nathan,,SEVENTH WARD,42.64166,-73.78424,Private room,79,1,2,2025-09-20,1.18,1,340,2,
1511129185939661958,The Old Yellow Space,562084689,Antonio,,THIRTEENTH WARD,42.66490908542253,-73.77879829543551,Entire home/apt,138,1,3,2025-10-13,3,3,359,3,
1511453437878117120,610) Large Studio Downtown with Pool Table,390089294,Traverse,,SIXTH WARD,42.65294,-73.76511,Entire home/apt,79,2,0,,,6,174,0,
1511463115578002586,610B) Large 1 bedroom downtown!,390089294,Traverse,,FOURTH WARD,42.67410612815129,-73.75067767016992,Entire home/apt,80,2,0,,,6,182,0,
1511475748634247539,610C) Spacious Downtown 1BR Cozy Apartment!,390089294,Traverse,,SIXTH WARD,42.65562,-73.76445,Entire home/apt,102,2,0,,,6,182,0,
1511560319275262460,610D) Spacious Studio | Downtown,390089294,Traverse,,SIXTH WARD,42.65426,-73.76308,Entire home/apt,69,2,0,,,6,178,0,
1511573692636646423,610E) Very Comfortable Studio Downtown,390089294,Traverse,,SIXTH WARD,42.65228,-73.76491,Entire home/apt,65,2,0,,,6,180,0,
1511582525879389671,610F) Downtown Cozy Studio - Comfy & Clean!,390089294,Traverse,,SIXTH WARD,42.65303,-73.76101,Entire home/apt,65,2,0,,,6,182,0,
1513028059149782480,Bright and Roomy 3BR Home,37769478,Erion,,SIXTH WARD,42.6525801,-73.7723427,Entire home/apt,127,1,9,2025-11-02,5.51,15,360,9,
1518144456137036167,Almost New Large Luxury Townhouse w Parking Space!,65760,Anthony,,SEVENTH WARD,42.64891594376222,-73.7637454100602,Entire home/apt,244,5,1,2025-10-04,0.86,1,350,1,
1518375730226772587,Studio Minutes Away From Downtown Albany,223245374,Gill,,ELEVENTH WARD,42.67998804983254,-73.78344029443433,Private room,47,1,1,2025-10-11,1,6,263,1,
1518378190765531585,Studio Near Downtown Albany,223245374,Gill,,ELEVENTH WARD,42.6806757349118,-73.78336369105054,Private room,47,1,3,2025-10-18,2.65,6,267,3,
1518380413547671135,Studio Minutes Away From Downtown Albany,223245374,Gill,,ELEVENTH WARD,42.68154,-73.78474,Private room,53,1,2,2025-10-19,1.76,6,264,2,
1518943235257584991,Stylish 3BR Stay Near Albany Medical Center,188679144,Elizabeth,,NINTH WARD,42.65527,-73.78585,Entire home/apt,130,1,0,,,10,328,0,
1521064839093130562,Albany Modern Room Next to Downtown with Breakfast,466790114,Zohar,,ELEVENTH WARD,42.6817,-73.78439,Entire home/apt,34,1,1,2025-10-12,1,23,355,1,
1522036487464000982,Suite One - 1 Bedroom Apartment,37769478,Erion,,SIXTH WARD,42.65393,-73.7693,Entire home/apt,101,1,0,,,15,361,0,
1523640223905336810,Historic Brick City Center Glow,706406610,Marlene,,SIXTH WARD,42.65323354077172,-73.76717951148748,Entire home/apt,83,1,0,,,1,259,0,
1526311749920806783,Charming 1920s home; Walkable neighborhood.,478607033,Meredith,,NINTH WARD,42.65539199421058,-73.79223161741,Private room,68,2,0,,,2,179,0,
1528281264652621033,ParkSide Retreat - 2 BDR with Off Street Parking,37769478,Erion,,SIXTH WARD,42.6542,-73.77128,Entire home/apt,152,1,3,2025-10-27,3,15,352,3,
1528330624684718752,Charming 2 BR home in Albany,15064470,Rebecca,,EIGHTH WARD,42.642732215973844,-73.79208773618511,Entire home/apt,69,1,6,2025-11-05,6,1,333,6,
1536247531274306165,Cozy Autumn Retreat! Close to Hospitals and Shops.,478607033,Meredith,,NINTH WARD,42.65602,-73.79093,Private room,62,2,0,,,2,301,0,
1536278546396096866,Cozy Albany room with Breakfast Next to Downtown,466790114,Zohar,,ELEVENTH WARD,42.68018,-73.78375,Entire home/apt,44,1,0,,,23,365,0,
1536284748778227579,Elegant Albany room with Breakfast Close Downtown,466790114,Zohar,,ELEVENTH WARD,42.68006,-73.78465,Entire home/apt,42,1,0,,,23,361,0,
1537317274129063828,"2 bedrooms, 1 bathroom [HUGE] Furnished apartment",455342215,Allah,,FIRST WARD,42.63622,-73.76152,Entire home/apt,79,1,0,,,1,358,0,
1539257231318688412,"Private garden, patio, fire pit, grill. MVP arena",476189412,Timothy,,SECOND WARD,42.64727770491022,-73.75909371278735,Entire home/apt,200,30,0,,,3,281,0,
1539837082076857746,Budget Friendly 5 BEDS with Modern Amenities WILL2,65282034,Diana,,SIXTH WARD,42.65241,-73.76914,Entire home/apt,125,2,0,,,2,364,0,
1542466037342415699,Luxury Garden-Level Escape in Center Square Albany,38842563,Regine,,SIXTH WARD,42.6546199,-73.76393139999999,Entire home/apt,137,3,0,,,1,363,0,
1543563506149572271,'The Morris Home' Private Bedroom 4 / 2 Full Bath,349460842,Scott,,TENTH WARD,42.6618257,-73.7869405,Private room,40,28,0,,,18,365,0,
1545062541918523193,Studio Near Downtown Albany,223245374,Gill,,ELEVENTH WARD,42.68061,-73.78493,Private room,53,1,0,,,6,364,0,
1545065906004769918,Modern Studio Minutes From Downtown Albany,223245374,Gill,,ELEVENTH WARD,42.680101328479545,-73.78354980941869,Private room,53,1,0,,,6,265,0,
